2019,11,1,1,1,0,0,0,0,53.93,33.7,2443,2017,15.6,67.3,75.1,-0.5,0.866025,0.825286,426,57.07
2018,10,0,1,1,0,1,0,0,14.12,383.9,4080,3908,29.6,74.3,138.7,-0.866025,0.5,0.957608,172,10
2021,4,0,0,0,1,0,0,0,200,110.1,2321,2580,29.3,55,87.1,0.866025,-0.5,1.11111,-259,200
2019,8,0,1,1,0,1,0,0,31.68,282.4,2267,2276,28.8,92.4,114,-0.866025,-0.5,1.00353,-9,32.91
2023,12,1,1,1,0,0,0,0,15.69,64.2,1960,1806,21.7,61.9,103.9,-2.44921e-016,1,0.920959,154,15.76
2018,12,1,1,1,0,0,0,0,47.9,14.6,3655,3980,16.3,64.8,76.9,-2.44921e-016,1,1.08862,-325,52.63
2023,7,0,1,1,0,1,0,0,88.43,367.1,1466,1621,28.7,73.5,91.4,-0.5,-0.866025,1.10498,-155,90
2020,10,0,1,1,0,1,0,0,65.89,346.8,4059,3517,28.4,75.9,46.7,-0.866025,0.5,0.866256,542,61.66
2021,4,0,0,0,1,0,0,0,10,103.1,2894,2272,28.7,45.5,124.7,0.866025,-0.5,0.784801,622,12
2024,3,0,0,0,1,0,0,0,90,60.2,2138,1568,33.4,43.8,59.1,1,6.12303e-017,0.733053,570,90
2024,7,0,1,1,0,1,0,0,90,206.1,3834,3207,26.8,74,80.8,-0.5,-0.866025,0.836245,627,90
2019,12,1,1,1,0,0,0,0,70,40.5,1731,2033,22.7,59.7,122.8,-2.44921e-016,1,1.17379,-302,70
2022,3,0,0,0,1,0,0,0,33.69,84.3,1314,1121,37.8,69.8,64.8,1,6.12303e-017,0.852471,193,30.86
2023,6,0,0,0,1,0,0,0,34.48,97.1,2412,2867,31.9,51.2,37.7,1.22461e-016,-1,1.18815,-455,38.45
2023,11,1,1,1,0,0,0,0,90,57.4,4218,3257,20.7,63,18.1,-0.5,0.866025,0.771984,961,88.36
2021,7,0,1,1,0,1,0,0,89.8,353,1389,1212,28.1,82.8,117.3,-0.5,-0.866025,0.871942,177,90
2019,3,0,0,0,1,0,0,0,90,138.6,2572,2113,30.3,67.4,58.7,1,6.12303e-017,0.82122,459,89.96
2019,2,1,1,1,0,0,0,0,155.39,11.6,5521,6025,20.9,64.5,100.6,0.866025,0.5,1.09109,-504,156.14
2019,11,1,1,1,0,0,0,0,33.35,34.5,3151,2871,15.3,46.9,28,-0.5,0.866025,0.91085,280,30.63
2023,6,0,0,0,1,0,0,0,20.11,58.4,2822,3180,35.4,57.1,6.5,1.22461e-016,-1,1.12646,-358,20
2024,5,0,0,0,1,0,0,0,83.2,108.3,3348,4329,31.1,57.5,16.2,0.5,-0.866025,1.29262,-981,85.37
2023,5,0,0,0,1,0,0,0,13.29,145.7,5260,5392,30,56.7,91,0.5,-0.866025,1.0249,-132,15.49
2021,11,1,1,1,0,0,0,0,15,59.7,4149,5255,21.3,65.5,120.3,-0.5,0.866025,1.26627,-1106,15.04
2019,7,0,1,1,0,1,0,0,47.26,235.2,2162,2045,27.2,77.5,6.7,-0.5,-0.866025,0.945446,117,47.6
2023,5,0,0,0,1,0,0,0,106.1,59.1,1903,2360,32.8,61.8,53.4,0.5,-0.866025,1.2395,-457,108.47
2020,5,0,0,0,1,0,0,0,15,123.9,4279,4329,31.1,40,52.1,0.5,-0.866025,1.01145,-50,18.65
2018,2,1,1,1,0,0,0,0,195.08,20.9,5788,7028,16.2,63.8,125.7,0.866025,0.5,1.21403,-1240,199.63
2020,1,1,1,1,0,0,0,0,46.77,48.8,2004,2325,15.3,56.1,95.9,0.5,0.866025,1.1596,-321,49.01
2018,12,1,1,1,0,0,0,0,70.92,78,2386,2076,19.8,55.3,77.8731,-2.44921e-016,1,0.869711,310,74
2020,4,0,0,0,1,0,0,0,152.88,52.8,1919,1699,35.9,60,141.7,0.866025,-0.5,0.884896,220,150.54
2020,8,0,1,1,0,1,0,0,98.94,241.1,3650,3287,31.5,84,71.9,-0.866025,-0.5,0.900301,363,96.12
2024,1,1,1,1,0,0,0,0,57.28,61.6,79616,4251,15.1,65.2,112.8,0.5,0.866025,0.0533931,75365,60.5
2024,2,1,1,1,0,0,0,0,15.59,44.2,3464,2924,18.6,67.2,130.8,0.866025,0.5,0.843867,540,13.86
2021,9,0,1,1,0,1,0,0,110,228.6,2092,1577,25.5,94,80.2,-1,-1.83691e-016,0.753464,515,110
2024,6,0,0,0,1,0,0,0,86.3,101.7,3795,4530,29,54.8,51,1.22461e-016,-1,1.19336,-735,86.19
2024,3,0,0,0,1,0,0,0,121.89,91.5,5754,6090,36.6,45.9,83,1,6.12303e-017,1.05821,-336,122.91
2019,8,0,1,1,0,1,0,0,38.3,298.6,3180,2349,27.8,79.1,141.5,-0.866025,-0.5,0.738447,831,31.4
2024,11,1,1,1,0,0,0,0,110,36.2,2816,2169,24.8,53.6,50.9,-0.5,0.866025,0.769968,647,110
2018,8,0,1,1,0,1,0,0,110,339.8,2454,1907,30.2,79.2,29.4,-0.866025,-0.5,0.776782,547,110
2022,9,0,1,1,0,1,0,0,49.96,362.9,3773,3601,27.4,71.4,132.9,-1,-1.83691e-016,0.95416,172,44.86
2022,4,0,0,0,1,0,0,0,35.42,115,3183,2481,31,45.2,8.8,0.866025,-0.5,0.779209,702,32.89
2019,10,0,1,1,0,1,0,0,15,225,1183,1220,25.2,85.1,66.4,-0.866025,0.5,1.03041,-37,15
2021,3,0,0,0,1,0,0,0,11.98,119.6,3636,4541,36.1,43.4,125.8,1,6.12303e-017,1.24856,-905,13.09
2021,9,0,1,1,0,1,0,0,109.82,315.7,2457,2778,25.9,94.2,38.1,-1,-1.83691e-016,1.13019,-321,110
2020,12,1,1,1,0,0,0,0,15.6,58.4,4216,3463,20.3,47,47.5,-2.44921e-016,1,0.8212,753,15
2018,4,0,0,0,1,0,0,0,110,147.1,4435,4000,28.5,41.3,142.3,0.866025,-0.5,0.901713,435,108.8
2019,11,1,1,1,0,0,0,0,50,67.2,965,708,22.3,48.5,38.2,-0.5,0.866025,0.732919,257,45.85
2018,10,0,1,1,0,1,0,0,90,378.4,3141,2872,31.5,72.1,94.5,-0.866025,0.5,0.914067,269,90
2023,11,1,1,1,0,0,0,0,15,74.3,2158,2062,19.8,74.1,90.3,-0.5,0.866025,0.955072,96,15.27
2022,2,1,1,1,0,0,0,0,130,49.9,4489,3255,20.9,68.2,139.2,0.866025,0.5,0.724944,1234,129.26
2023,2,1,1,1,0,0,0,0,110,43.5,4298,3593,24.8,47.1,19.2,0.866025,0.5,0.835776,705,110
2023,7,0,1,1,0,1,0,0,10.51,211.1,3819,3531,31.7,86.8,22.8,-0.5,-0.866025,0.924346,288,10.43
2022,4,0,0,0,1,0,0,0,37.14,69.4,2973,3101,31.5,43.7,14,0.866025,-0.5,1.0427,-128,39.55
2024,4,0,0,0,1,0,0,0,10,120.3,3625,3899,32.2,44.5,134.9,0.866025,-0.5,1.07529,-274,10
2018,6,0,0,0,1,0,0,0,28.81,89.3,2971,3146,36.5,57.7,41.4,1.22461e-016,-1,1.05855,-175,27.56
2020,7,0,1,1,0,1,0,0,14.29,263.5,3804,4294,29.1,93,108.2,-0.5,-0.866025,1.12852,-490,12.01
2021,1,1,1,1,0,0,0,0,17.39,62.2,1819,2156,17.9,69.2,106.4,0.5,0.866025,1.18462,-337,16.38
2024,1,1,1,1,0,0,0,0,59.55,38.9,4591,4134,16.3,69.9,106.5,0.5,0.866025,0.900261,457,59.65
2020,11,1,1,1,0,0,0,0,14.36,17.1,1883,1394,21.1,47.4,135.3,-0.5,0.866025,0.739915,489,13.69
2023,3,0,0,0,1,0,0,0,45.39,56.2,1810,1840,36.3,70,54.3,1,6.12303e-017,1.01601,-30,44.43
2021,5,0,0,0,1,0,0,0,59.11,60.3,3081,2697,33.2,42.6,52.1,0.5,-0.866025,0.875081,384,55.71
2024,12,1,1,1,0,0,0,0,200,55.7,1356,1493,19.4,55.6,105.7,-2.44921e-016,1,1.10022,-137,200
2020,1,1,1,1,0,0,0,0,110,47.5,2497,2642,18,48.2,44.9,0.5,0.866025,1.05765,-145,110
2023,7,0,1,1,0,1,0,0,78.35,345.6,1681,1840,28.4,85.6,99.7,-0.5,-0.866025,1.09394,-159,75.04
2020,2,1,1,1,0,0,0,0,90,24.6,1736,1249,15.3,46.5,146.7,0.866025,0.5,0.719056,487,90
2023,2,1,1,1,0,0,0,0,79.17,32.2,1265,1263,18.3,55,80.7,0.866025,0.5,0.99763,2,82.1
2022,9,0,1,1,0,1,0,0,11.25,230.1,3049,3342,26.4,85.1,147.1,-1,-1.83691e-016,1.09574,-293,10.51
2023,10,0,1,1,0,1,0,0,80.49,311.5,3642,2830,29.2,86,74.4,-0.866025,0.5,0.776832,812,77.26
2022,10,0,1,1,0,1,0,0,53.78,240.4,3708,2955,29.2,94.7,8.1,-0.866025,0.5,0.796711,753,54.86
2018,12,1,1,1,0,0,0,0,30.53,71.3,1372,1682,15.6,59.3,76.5,-2.44921e-016,1,1.22505,-310,30.2
2023,5,0,0,0,1,0,0,0,107.75,65.6,2565,1978,37.4,52.1,46.2,0.5,-0.866025,0.77085,587,103.29
2024,9,0,1,1,0,1,0,0,200,325.5,3833,3058,30.2,94.5,121.8,-1,-1.83691e-016,0.7976,775,200
2020,2,1,1,1,0,0,0,0,15,51.1,1679,1407,16.4,71.8,144.7,0.866025,0.5,0.8375,272,15.74
2022,9,0,1,1,0,1,0,0,30.02,299.5,1049,1225,26.1,80.8,148.9,-1,-1.83691e-016,1.16667,-176,28.8
2022,8,0,1,1,0,1,0,0,107.58,248.9,1160,1277,25.7,79.7,44.5,-0.866025,-0.5,1.09991,-117,110
2024,9,0,1,1,0,1,0,0,20.16,394.6,1834,1466,29.9,79,69.1,-1,-1.83691e-016,0.79891,368,18.26
2021,2,1,1,1,0,0,0,0,35.47,77.5,4374,3958,24.2,56.8,102.9,0.866025,0.5,0.904686,416,37.03
2024,1,1,1,1,0,0,0,0,44.78,16.5,2952,3384,17.3,63,66.5,0.5,0.866025,1.14595,-432,46.11
2024,8,0,1,1,0,1,0,0,30.26,318.8,2503,2894,29.2,93.9,124.4,-0.866025,-0.5,1.15575,-391,29.1
2018,10,0,1,1,0,1,0,0,200,357,2032,2087,30.6,90.6,16.5,-0.866025,0.5,1.02656,-55,200
2024,1,1,1,1,0,0,0,0,50,48.9,5195,5401,16.8,51.1,93.2,0.5,0.866025,1.03945,-206,50
2022,1,1,1,1,0,0,0,0,47.4,57.2,5031,5397,18.6,63.8,101.9,0.5,0.866025,1.07254,-366,48.83
2024,4,0,0,0,1,0,0,0,27.67,87.4,5664,4388,35.8,55,77.8731,0.866025,-0.5,0.774581,1276,27.88
2024,7,0,1,1,0,1,0,0,27.92,278.3,3411,3150,26.7,91.5,66.3,-0.5,-0.866025,0.923212,261,24.22
2022,3,0,0,0,1,0,0,0,127.36,113.1,4881,5556,28.2,56.5,77.8731,1,6.12303e-017,1.13806,-675,126.24
2021,7,0,1,1,0,1,0,0,31.09,325.1,1376,1122,30.8,78.3,54.9,-0.5,-0.866025,0.814815,254,31.1
2020,6,0,0,0,1,0,0,0,200,123.8,1305,1534,37.2,48.1,103.8,1.22461e-016,-1,1.17458,-229,200
2024,10,0,1,1,0,1,0,0,112.26,222.8,1836,1696,26.8,71.2,61.3,-0.866025,0.5,0.923244,140,112.96
2021,2,1,1,1,0,0,0,0,138.72,67.3,3451,3235,20.4,48.8,5.4,0.866025,0.5,0.937138,216,141.01
2021,7,0,1,1,0,1,0,0,38.12,327.8,3867,3600,26.7,70.6,140.2,-0.5,-0.866025,0.930714,267,35.05
2024,12,1,1,1,0,0,0,0,21.91,11.9,1535,1230,19,57.9,8.6,-2.44921e-016,1,0.800781,305,21.29
2023,6,0,0,0,1,0,0,0,154.51,110.3,1774,2029,28.7,41,34.6,1.22461e-016,-1,1.1431,-255,157.93
2020,1,1,1,1,0,0,0,0,55.37,22.5,2048,1627,17,66.6,66.3,0.5,0.866025,0.794046,421,55.05
2022,7,0,1,1,0,1,0,0,50,288.2,1142,857,27.8,74.2,111.5,-0.5,-0.866025,0.749781,285,48.47
2023,7,0,1,1,0,1,0,0,200,238.8,4259,4143,25.2,73.8,31.5,-0.5,-0.866025,0.972535,116,200
2021,11,1,1,1,0,0,0,0,11.44,77.4,2814,3052,19.5,53.4,32.2,-0.5,0.866025,1.08419,-238,11.55
2020,11,1,1,1,0,0,0,0,49.15,149.352,1955,2338,21.5,54.3,100,-0.5,0.866025,1.1953,-383,50
2018,3,0,0,0,1,0,0,0,110,70.1,3380,3374,28.6,67.2,33.4,1,6.12303e-017,0.99793,6,110
2022,5,0,0,0,1,0,0,0,40.64,78.5,5480,5012,28.4,40.4,102.7,0.5,-0.866025,0.914432,468,40.6
2022,9,0,1,1,0,1,0,0,41.84,341.6,2273,2711,30.7,93.7,115.7,-1,-1.83691e-016,1.19217,-438,38.8
2024,9,0,1,1,0,1,0,0,200,281,1872,1441,31.4,82,20.7,-1,-1.83691e-016,0.769354,431,200
2019,3,0,0,0,1,0,0,0,19.84,54.8,1860,2066,32.1,46.9,57.5,1,6.12303e-017,1.11016,-206,25.93
2024,12,1,1,1,0,0,0,0,151.85,52.5,4277,3424,23.4,64.4,137.4,-2.44921e-016,1,0.800374,853,150.43
2022,9,0,1,1,0,1,0,0,128.53,391.4,2369,2350,28.1,77.9,131.6,-1,-1.83691e-016,0.991561,19,129.24
2022,2,1,1,1,0,0,0,0,15,46,5005,6418,20.9,59.5,117.4,0.866025,0.5,1.28206,-1413,16.91
2023,9,0,1,1,0,1,0,0,110,302.3,3496,3478,26.5,86.3,65.1,-1,-1.83691e-016,0.994567,18,110
2023,8,0,1,1,0,1,0,0,13.04,311.9,3359,2896,26.9,92.7,64.5,-0.866025,-0.5,0.861905,463,12.5
2024,2,1,1,1,0,0,0,0,12.06,19.4,4503,5144,20.5,65.6,120.9,0.866025,0.5,1.1421,-641,11.66
2022,7,0,1,1,0,1,0,0,42.86,256.6,2549,2386,25.8,72.9,15.5,-0.5,-0.866025,0.935686,163,37.8
2023,8,0,1,1,0,1,0,0,43.5,357.4,1217,911,30.5,78.1,31.7,-0.866025,-0.5,0.747947,306,38.77
2021,3,0,0,0,1,0,0,0,198.87,138.4,5747,6453,37,44.1,24.3,1,6.12303e-017,1.12265,-706,200
2020,3,0,0,0,1,0,0,0,61.09,123.2,5986,7657,33.9,68,45,1,6.12303e-017,1.27894,-1671,62.2
2021,4,0,0,0,1,0,0,0,200,58.8,2656,3384,32.6,69.1,19.7,0.866025,-0.5,1.27362,-728,200
2024,3,0,0,0,1,0,0,0,63.91,105.8,2872,2043,34.8,46.4,71.1,1,6.12303e-017,0.711103,829,62
2021,9,0,1,1,0,1,0,0,60,317.7,862,786,31.9,90.6,129.3,-1,-1.83691e-016,0.910776,76,60.24
2019,10,0,1,1,0,1,0,0,15,223.2,3469,4012,27.4,95,58.1,-0.866025,0.5,1.1562,-543,15
2022,2,1,1,1,0,0,0,0,110,63,1730,2151,19.9,61.5,26.2,0.866025,0.5,1.24263,-421,110
2019,2,1,1,1,0,0,0,0,90,39.4,4749,3964,16.1,60.4,108.5,0.866025,0.5,0.834526,785,88.67
2020,9,0,1,1,0,1,0,0,200,327.2,1427,1608,27.3,85.5,106.9,-1,-1.83691e-016,1.12605,-181,200
2024,12,1,1,1,0,0,0,0,72.5747,37.9,2701,2443,24,64.2,55.3,-2.44921e-016,1,0.904145,258,22.84
2022,7,0,1,1,0,1,0,0,38.47,257.6,1015,942,26.1,90.8,76.6,-0.5,-0.866025,0.927165,73,38.96
2018,7,0,1,1,0,1,0,0,15,266.4,4457,5153,29.9,80.6,91,-0.5,-0.866025,1.1559,-696,15
2022,12,1,1,1,0,0,0,0,58.38,75.3,3712,3892,15.3,59.5,18,-2.44921e-016,1,1.04821,-180,60.38
2019,9,0,1,1,0,1,0,0,110,315.4,3948,3166,25.7,91,9.7,-1,-1.83691e-016,0.801722,782,110
2024,11,1,1,1,0,0,0,0,44.06,75,3240,3466,24.9,60.9,60.4,-0.5,0.866025,1.06942,-226,43.57
2019,7,0,1,1,0,1,0,0,90,380.3,3118,2635,32,89.5,37.3,-0.5,-0.866025,0.844822,483,90
2023,9,0,1,1,0,1,0,0,200,369.4,3272,2728,29.2,80.2,56.3,-1,-1.83691e-016,0.833486,544,200
2021,1,1,1,1,0,0,0,0,108.64,17.5,3947,4381,17.5,54.6,40.4,0.5,0.866025,1.10968,-434,108.66
2018,4,0,0,0,1,0,0,0,16.5,72.8,1521,1761,37.8,54.4,54.3,0.866025,-0.5,1.15703,-240,15
2023,6,0,0,0,1,0,0,0,142.04,134.2,1849,1798,29.1,67.1,121.9,1.22461e-016,-1,0.971892,51,143.15
2024,8,0,1,1,0,1,0,0,200,327.8,3961,4818,30.9,79.4,49.4,-0.866025,-0.5,1.21605,-857,200
2023,3,0,0,0,1,0,0,0,46.74,63.2,4181,4796,34.5,59.2,148.1,1,6.12303e-017,1.14682,-615,46.89
2022,1,1,1,1,0,0,0,0,53.1,17.5,1781,1927,22.7,71.3,47.4,0.5,0.866025,1.08137,-146,52.26
2023,8,0,1,1,0,1,0,0,134.81,246.7,4029,4844,27.3,85.7,76.2,-0.866025,-0.5,1.20199,-815,132.52
2024,4,0,0,0,1,0,0,0,200,149.352,1715,1808,28,59.2,74.3,0.866025,-0.5,1.05361,-93,198.2
2020,5,0,0,0,1,0,0,0,87.21,99.7,4090,4359,32.9,40.2,34.3,0.5,-0.866025,1.06551,-269,89.95
2018,1,1,1,1,0,0,0,0,30.18,53.2,4537,4946,18.5,69.6,51.8,0.5,0.866025,1.08991,-409,36.1
2020,10,0,1,1,0,1,0,0,65.95,309.4,924,1189,31.2,74.3,124.9,-0.866025,0.5,1.28541,-265,67.26
2022,7,0,1,1,0,1,0,0,105.94,375.9,1287,1404,27.1,84.8,7.9,-0.5,-0.866025,1.09006,-117,110
2023,2,1,1,1,0,0,0,0,12.5,41.5,3269,3342,20,58,62,0.866025,0.5,1.02202,-73,14.39
2023,3,0,0,0,1,0,0,0,199.56,102.4,3910,4698,32.7,65.7,133.3,1,6.12303e-017,1.20123,-788,200
2022,12,1,1,1,0,0,0,0,66.31,19.1,4536,3881,17.2,55.4,44.7,-2.44921e-016,1,0.855411,655,68.39
2019,3,0,0,0,1,0,0,0,90,122.2,1791,1464,35.4,67.7,22,1,6.12303e-017,0.816964,327,87.43
2022,8,0,1,1,0,1,0,0,65.37,239.5,2174,2242,29.3,75.1,96.1,-0.866025,-0.5,1.0308,-68,63.75
2021,5,0,0,0,1,0,0,0,90,87.2,3947,4949,32.9,57.8,134,0.5,-0.866025,1.25355,-1002,90
2018,1,1,1,1,0,0,0,0,13.71,71.5,1561,1374,20.4,69.9,132.3,0.5,0.866025,0.879641,187,10
2020,9,0,1,1,0,1,0,0,20.91,331,2262,2006,29.3,74,129.3,-1,-1.83691e-016,0.886434,256,21
2023,5,0,0,0,1,0,0,0,89.82,58.5,1554,1256,29.6,40.2,76.6,0.5,-0.866025,0.807717,298,90
2024,12,1,1,1,0,0,0,0,119.87,30.9,2220,1594,23.5,53.7,34.9,-2.44921e-016,1,0.717695,626,118.39
2021,9,0,1,1,0,1,0,0,18.11,359.8,1256,967,25.2,65.9864,30.5,-1,-1.83691e-016,0.769292,289,17.26
2023,12,1,1,1,0,0,0,0,55.06,24.6,4024,4760,23.8,49.2,42.1,-2.44921e-016,1,1.18261,-736,60
2024,11,1,1,1,0,0,0,0,23.31,48.1,3984,4531,20.8,62.7,111.9,-0.5,0.866025,1.13701,-547,25.53
2019,10,0,1,1,0,1,0,0,45.64,284.1,1562,1791,28.3,93.3,146,-0.866025,0.5,1.14587,-229,44.88
2021,9,0,1,1,0,1,0,0,132.86,283.3,2669,3310,29.1,89.7,47.7,-1,-1.83691e-016,1.2397,-641,133.91
2023,5,0,0,0,1,0,0,0,35.34,57.7,4026,2821,35.6,58.5,41.1,0.5,-0.866025,0.700521,1205,36.33
2021,1,1,1,1,0,0,0,0,35.29,78.8,1554,1629,18.3,73.5,67.8,0.5,0.866025,1.04759,-75,38.73
2019,10,0,1,1,0,1,0,0,199.58,372.4,3099,2229,28.5,79.8,15.5,-0.866025,0.5,0.719032,870,200
2018,4,0,0,0,1,0,0,0,26.63,70.7,3108,2684,29.9,68.1,53.4,0.866025,-0.5,0.8633,424,28.48
2024,4,0,0,0,1,0,0,0,40.09,142.5,3752,4018,30.4,59.3,5.1,0.866025,-0.5,1.07061,-266,41.57
2023,10,0,1,1,0,1,0,0,63.63,284.1,3156,2331,26.3,78.7,52.7,-0.866025,0.5,0.738359,825,69.96
2024,12,1,1,1,0,0,0,0,13.05,44.1,1512,1107,16.8,55.8,43.2,-2.44921e-016,1,0.731659,405,12.49
2023,8,0,1,1,0,1,0,0,88.47,341.2,2963,2887,30.7,73.8,86,-0.866025,-0.5,0.974022,76,90
2021,11,1,1,1,0,0,0,0,108.66,15,2601,3072,21.5,66.7,108.2,-0.5,0.866025,1.18063,-471,110
2023,10,0,1,1,0,1,0,0,10,262.7,2459,2786,28.8,81.1,56.3,-0.866025,0.5,1.13252,-327,10.59
2024,7,0,1,1,0,1,0,0,46.91,354.6,3490,3356,25.5,79.8,47.2,-0.5,-0.866025,0.961329,134,42.14
2020,1,1,1,1,0,0,0,0,34.31,41,5346,6442,23.1,71.6,93.1,0.5,0.866025,1.20479,-1096,38.08
2021,12,1,1,1,0,0,0,0,17.5,49.6,4876,4233,22.9,56.7,44.1,-2.44921e-016,1,0.867952,643,18.35
2020,5,0,0,0,1,0,0,0,76.94,57.4,1152,1453,31.3,45.7,16,0.5,-0.866025,1.26019,-301,83.46
2023,1,1,1,1,0,0,0,0,79.52,50.4,1695,1913,23.1,74,105.5,0.5,0.866025,1.12795,-218,78.67
2023,3,0,0,0,1,0,0,0,88.37,116.5,2667,2905,35.4,61,130.1,1,6.12303e-017,1.08883,-238,90
2022,7,0,1,1,0,1,0,0,10,255.8,4472,5337,31.6,74.7,123.2,-0.5,-0.866025,1.19316,-865,10
2019,3,0,0,0,1,0,0,0,128.34,113.2,2734,2860,33.3,56.2,149,1,6.12303e-017,1.0457,-126,127.59
2024,2,1,1,1,0,0,0,0,64.74,28.7,3057,3840,24.6,66.4,35.2,0.866025,0.5,1.25572,-783,67.29
2018,12,1,1,1,0,0,0,0,18.62,36.4,1309,1359,24.1,55.2,80.9,-2.44921e-016,1,1.0374,-50,20.55
2019,3,0,0,0,1,0,0,0,30,92.9,4177,3114,37,44.1,26.9,1,6.12303e-017,0.745333,1063,28.51
2019,9,0,1,1,0,1,0,0,36.53,345.8,3737,4115,27.5,70.9,100.4,-1,-1.83691e-016,1.10086,-378,36.59
2018,2,1,1,1,0,0,0,0,25.63,68.8,5113,4246,21.9,58.7,47,0.866025,0.5,0.83027,867,24.44
2024,1,1,1,1,0,0,0,0,34.46,36.8,4725,3886,20.6,67.1,15.1,0.5,0.866025,0.82226,839,34.5
2023,8,0,1,1,0,1,0,0,10,273.2,1772,2055,28.6,79.2,39.9,-0.866025,-0.5,1.15905,-283,10
2018,6,0,0,0,1,0,0,0,151.96,53.6,3021,2764,33.1,41.5,143.1,1.22461e-016,-1,0.914626,257,149.87
2022,6,0,0,0,1,0,0,0,107.33,111.6,3075,3008,28.1,66.5,51.6,1.22461e-016,-1,0.977893,67,109.6
2020,4,0,0,0,1,0,0,0,111.51,79.4,4859,5388,29.9,66.1,38.5,0.866025,-0.5,1.10864,-529,114.5
