Date,Year,Month,Season,Crop,Region,Previous_Price,Rainfall_mm,Supply_tonnes,Demand_tonnes,Temperature_C,Humidity_Percent,Market_Distance_km,Current_Price
2020-01-17,2020,1,Winter,Wheat,Barisal,90.0,18.1,25449.0,1664.0,20.3,64.1,126.5,369.72
2020-01-18,2020,1,Winter,Tomato,Rangpur,31.64,23.3,4825.0,4493.0,19.3,NULL,17.8,34.04
2020-01-18,2020,1,Winter,Onion,Mymensingh,47.56,55.6,1221.0,926.0,20.4,49.1,12.4,44.67
2020-01-18,2020,1,WINTER,Onion,Mymensingh,58.79,74.6,3927.0,3537.0,24.2,52.2,20.5,58.65
2020-01-19,2020,1,Winter,Potato,Rajshahi,30.02,42.9,23978.0,1345.0,17.1,67.2,47.5,144.31
2020-01-19,2020,1,Winter,Cauliflower,Rajshahi,19.65,18.3,1769.0,1431.0,22.6,58.6,144.8,18.36
2020-01-20,2020,1,Winter,Eggplant,Chittagong,31.96,24.9,2267.0,2856.0,23.8,71.4,58.6,30.75
2020-01-21,2020,1,Winter,Cabbage,Rangpur,10.0,42.9,5471.0,3848.0,22.0,51.0,18.6,10.0
2020-01-21,2020,1,Winter,Tomato,Rajshahi,35.68,77.4,5080.0,5169.0,15.1,52.4,69.4,37.5
2020-01-21,2020,1,Winter,Potato,Rangpur,25.45,28.4,3840.0,2997.0,16.4,72.6,75.5,26.06
2020-01-21,2020,1,Winter,Tomato,Khulna,23.11,20.2,3708.0,4540.0,23.4,61.2,36.4,26.61
2020-01-22,2020,1,Winter,Onion,Mymensingh,20.0,23.6,3679.0,3301.0,24.1,72.5,77.9,20.0
2020-01-22,2020,1,Winter,Onion,Sylhet,20.0,71.4,5250.0,4645.0,21.8,73.3,130.4,21.54
2020-01-22,2020,1,Winter,Cabbage,Rangpur,17.29,57.9,1414.0,1640.0,18.1,68.6,70.0,16.02
2020-01-22,2020,1,Winter,Onion,Mymensingh,72.81,62.8,2948.0,3449.0,17.9,71.9,54.4,74.92
2020-01-23,2020,1,Winter,Tomato,Khulna,36.78,54.7,1242.0,1070.0,24.8,61.9,86.7,38.99
2020-01-23,2020,1,Winter,Potato,Sylhet,47.95,64.1,2727.0,2278.0,23.4,49.1,86.1,46.73
2020-01-23,2020,1,Winter,Rice,Barisal,110.0,35.5,1304.0,1464.0,21.0,49.7,93.4,110.0
2020-01-24,2020,1,Winter,Onion,Rangpur,33.04,28.4,4825.0,3609.0,21.7,50.4,-,36.74
2020-01-24,2020,1,Winter,Tomato,Rajshahi,54.42,24.3,1817.0,2183.0,24.6,61.8,108.7,58.76
2020-01-24,2020,1,Winter,Rice,Rangpur,106.7,72.9,4855.0,4868.0,24.1,46.9,136.5,108.5
2020-01-25,2020,1,Winter,Wheat,Sylhet,90.0,74.1,2691.0,2983.0,21.8,47.0,43.1,90.0
2020-01-25,2020,1,Winter,Onion,Sylhet,21.81,70.4,3097.0,3083.0,19.9,70.7,106.4,21.97
2020-01-26,2020,1,Winter,Potato,Dhaka,47.29,76.7,3401.0,3979.0,22.2,50.0,23.4,49.21
2020-01-26,2020,1,Winter,Rice,Mymensingh,109.48,42.3,1934.0,2257.0,21.5,50.1,18.6,108.48
2020-01-26,2020,1,Winter,Cauliflower,Dhaka,18.23,23.7,1914.0,1917.0,23.7,74.3,105.3,15.0
2020-01-26,2020,1,Winter,Tomato,Dhaka,39.79,71.0,4070.0,3376.0,17.9,53.3,33.4,41.8
2020-01-27,2020,1,Winter,Eggplant,Chittagong,39.37,12.5,2658.0,2634.0,24.7,67.8,55.5,42.25
2020-01-27,2020,1,Winter,Tomato,Rajshahi,24.36,47.6,1468.0,1277.0,21.3,49.1,102.5,26.32
2020-01-28,2020,1,Winter,Rice,Chittagong,106.59,71.3,4224.0,4778.0,17.0,53.0,102.3,110.0
2020-01-28,2020,1,Winter,Potato,Rangpur,42.64,47.4,1172.0,1084.0,23.1,72.2,5.9,44.02
2020-01-28,2020,1,Winter,Wheat,Sylhet,90.0,30.6,5370.0,4207.0,21.0,65.9,79.1,88.78
2020-01-28,2020,1,Winter,Rice,Sylhet,100.64,11.8,4923.0,5995.0,22.7,60.3,6.0,101.91
2020-01-29,2020,1,Winter,Eggplant,Chittagong,45.84,17.0,3937.0,5005.0,24.8,51.7,144.6,48.21
2020-01-29,2020,1,Winter,Rice,Dhaka,110.0,55.9,3911.0,4502.0,15.8,58.9,131.0,110.0
2020-01-29,2020,1,Winter,Tomato,Chittagong,68.55,32.6,4878.0,4229.0,17.8,54.2,77.3,68.27
2020-01-30,2020,1,Winter,Cabbage,Khulna,10.0,14.4,5318.0,4031.0,23.4,64.9,110.0,10.0
2020-01-30,2020,1,Winter,Cauliflower,Rangpur,15.0,56.9,1386.0,1656.0,20.0,66.9,17.2,15.67
2020-01-30,2020,1,Winter,Tomato,Sylhet,29.17,35.5,4428.0,4002.0,23.9,62.1,118.5,28.38
2020-01-30,2020,1,winter,Potato,Mymensingh,43.82,74.1,1308.0,1083.0,21.8,66.6,115.2,44.29
2020-01-30,2020,1,Winter,Rice,Sylhet,110.0,27.4,4370.0,4391.0,16.5,73.9,96.1,110.0
2020-01-30,2020,1,Winter,Tomato,Rajshahi,90.0,29.8,4733.0,4203.0,19.5,63.7,124.0,88.51
2020-01-31,2020,1,Winter,Wheat,Barisal,90.0,40.2,5447.0,5971.0,15.3,59.0,79.8,90.0
2020-01-31,2020,1,Winter,Cauliflower,Mymensingh,15.0,11.0,4051.0,3383.0,15.5,61.9,81.5,15.0
2020-02-01,2020,2,Winter,Onion,Khulna,42.49,18.2,5864.0,5790.0,17.4,63.1,34.7,48.09
2020-02-01,2020,2,Winter,Cauliflower,Rajshahi,15.0,75.0,2725.0,2988.0,18.4,66.3,49.2,15.0
2020-02-02,2020,2,Winter,Onion,Khulna,40.66,51.6,3268.0,3606.0,23.7,52.3,11.4,40.07
2020-02-02,2020,2,Winter,Potato,Khulna,42.57,79.6,2891.0,2657.0,15.7,73.6,103.7,39.69
2020-02-03,2020,2,Winter,Cabbage,Sylhet,10.0,33.4,4145.0,3312.0,19.8,50.5,60.1,10.48
2020-02-03,2020,2,Winter,Cabbage,Chittagong,11.18,53.1,2630.0,3033.0,22.5,55.3,93.1,11.97
2020-02-04,2020,2,Winter,Tomato,Barisal,44.09,66.9,4336.0,5133.0,24.1,48.2,19.0,41.8
2020-02-04,2020,2,Winter,Eggplant,Rangpur,42.21,10.2,5009.0,4345.0,18.3,67.3,60.0,46.61
2020-02-04,2020,2,Winter,Eggplant,Rangpur,39.72,26.6,3046.0,2331.0,16.1,63.9,101.8,35.26
2020-02-04,2020,2,Winter,Cabbage,Sylhet,12.66,37.2,3144.0,2484.0,16.9,57.4,55.5,10.0
2020-02-05,2020,2,Winter,Tomato,Dhaka,37.13,77.2,5337.0,4113.0,16.4,65.9,93.5,37.34
2020-02-06,2020,2,Winter,Wheat,Rajshahi,88.27,47.4,3007.0,2245.0,22.6,65.3,27.3,86.35
2020-02-08,2020,2,Winter,Tomato,Khulna,40.53,48.4,4586.0,4662.0,16.1,53.6,48.7,40.25
2020-02-09,2020,2,Winter,Cauliflower,Sylhet,15.0,64.7,2788.0,2898.0,18.2,53.1,8.8,15.0
2020-02-09,2020,2,Winter,Rice,Dhaka,,30.9,3012.0,3340.0,19.9,46.3,108.4,110.0
2020-02-10,2020,2,Winter,Cabbage,Mymensingh,10.48,22.7,5369.0,6883.0,24.5,62.0,133.4,14.86
2020-02-10,2020,2,Winter,Wheat,Rangpur,90.0,30.5,3815.0,4326.0,16.8,53.5,35.1,90.0
2020-02-10,2020,2,Winter,Rice,Barisal,110.0,14.9,1430.0,1832.0,22.2,58.2,106.3,110.0
2020-02-11,2020,2,Winter,Eggplant,Rangpur,64.06,73.6,1593.0,1359.0,17.3,56.0,149.6,64.86
2020-02-11,2020,2,Winter,Tomato,Khulna,35.14,62.7,3184.0,2873.0,15.4,66.2,69.4,37.46
2020-02-11,2020,2,Winter,Potato,Rangpur,35.58,73.3,4412.0,4677.0,19.4,48.0,47.8,34.16
2020-02-11,2020,2,Winter,Cauliflower,Rajshahi,15.0,61.1,1737.0,1636.0,15.0,59.7,75.9,15.0
2020-02-11,2020,2,Winter,Rice,Rajshahi,110.0,39.7,4284.0,4981.0,18.6,69.5,80.7,110.0
2020-02-12,2020,2,Winter,Potato,Rangpur,35.77,72.0,2761.0,2281.0,19.6,56.1,59.0,34.33
2020-02-12,2020,2,Winter,Rice,Rangpur,106.26,13.4,1905.0,1485.0,23.6,70.0,88.2,103.74
2020-02-12,2020,2,Winter,Wheat,Mymensingh,90.0,24.7,4752.0,5221.0,18.2,54.6,26.3,90.0
2020-02-12,2020,2,Winter,Potato,Mymensingh,29.38,11.4,1970.0,1645.0,23.1,64.7,8.9,30.38
2020-02-13,2020,2,Winter,Wheat,Barisal,90.0,40.0,2316.0,1732.0,16.4,60.0,34.3,88.04
2020-02-13,2020,2,Winter,Onion,Barisal,56.62,60.1,3865.0,3648.0,24.2,55.8,83.8,52.78
2020-02-14,2020,2,Winter,Tomato,Rajshahi,57.37,42.2,1906.0,1637.0,23.9,52.5,42.2,54.92
2020-02-14,2020,2,Winter,Cauliflower,Sylhet,16.4,43.1,2808.0,2625.0,15.7,66.8,45.9,16.91
2020-02-14,2020,2,Winter,Eggplant,Mymensingh,66.94,58.6,4603.0,4530.0,17.4,66.7,92.1,68.04
2020-02-14,2020,2,Winter,Cabbage,Khulna,10.31,50.6,4667.0,4220.0,19.8,62.1,13.6,11.52
2020-02-14,2020,2,Winter,Potato,Chittagong,20.51,47.8,2013.0,2521.0,17.1,66.0,51.5,22.35
2020-02-15,2020,2,Winter,Onion,Sylhet,66.87,34.0,4205.0,3767.0,20.9,65.9,127.1,66.82
2020-02-15,2020,2,Winter,Eggplant,Dhaka,31.17,52.1,5822.0,6234.0,23.0,66.2,105.9,32.47
2020-02-16,2020,2,Winter,Cabbage,Chittagong,17.54,21.5,5790.0,4901.0,16.7,49.8,86.2,18.89
2020-02-16,2020,2,Winter,Onion,Chittagong,20.29,48.9,3524.0,2844.0,24.8,54.9,146.0,20.0
2020-02-16,2020,2,Winter,Eggplant,Rangpur,61.81,74.9,1732.0,1709.0,15.6,70.8,77.0,64.5
2020-02-16,2020,2,Winter,Cauliflower,Rajshahi,16.08,70.2,3878.0,3475.0,16.3,62.9,59.5,15.0
2020-02-16,2020,2,Winter,Cauliflower,Khulna,15.0,44.8,5456.0,5923.0,24.7,65.2,38.0,15.6
2020-02-16,2020,2,Winter,Wheat,Sylhet,89.0,59.8,4164.0,3479.0,24.6,72.9,45.2,86.24
2020-02-17,2020,2,Winter,Cauliflower,Chittagong,15.0,76.3,4562.0,5304.0,19.5,64.2,27.6,15.0
2020-02-17,2020,2,Winter,Cauliflower,Chittagong,15.0,57.3,5136.0,5555.0,23.1,63.4,22.9,15.0
2020-02-18,2020,2,Winter,Rice,Mymensingh,107.27,N/A,2293.0,1640.0,16.9,49.3,149.8,104.39
2020-02-19,2020,2,Winter,Cabbage,Khulna,14.76,74.1,3243.0,3508.0,16.3,69.4,148.1,15.69
2020-02-20,2020,2,Winter,Tomato,Chittagong,42.78,16.0,5656.0,5798.0,22.6,73.7,80.7,46.32
2020-02-20,2020,2,Winter,Eggplant,Rangpur,53.39,18.5,3072.0,3961.0,23.2,70.3,84.3,56.3
2020-02-20,2020,2,Winter,Cabbage,Dhaka,10.0,74.3,5590.0,4889.0,22.7,48.3,142.3,10.0
2020-02-20,2020,2,Winter,Cabbage,Chittagong,10.0,17.1,1277.0,1440.0,23.2,59.8,96.6,10.0
2020-02-20,2020,2,Winter,Cauliflower,Chittagong,15.0,27.3,3307.0,3176.0,17.1,64.3,40.6,16.97
2020-02-21,2020,2,Winter,Cabbage,Sylhet,10.0,42.1,2091.0,2525.0,20.2,67.4,124.4,10.0
2020-02-21,2020,2,Winter,Cauliflower,Chittagong,15.0,35.6,5325.0,4834.0,20.7,71.0,134.6,15.0
2020-02-22,2020,2,Winter,Cauliflower,Sylhet,21.39,44.9,3891.0,3550.0,18.6,61.0,91.1,15.16
2020-02-23,2020,2,Winter,Cabbage,Rajshahi,16.69,49.7,2086.0,2156.0,17.2,65.0,87.4,12.55
2020-02-25,2020,2,Winter,Potato,Rajshahi,30.68,57.6,3863.0,2787.0,23.1,67.9,67.1,31.07
2020-02-25,2020,2,Winter,Potato,Dhaka,15.29,44.2,2336.0,2199.0,20.8,46.6,9.8,17.8
2020-02-25,2020,2,Winter,Cauliflower,Dhaka,15.21,70.7,3898.0,3072.0,21.1,49.2,16.1,15.0
2020-02-26,2020,2,Winter,Eggplant,Chittagong,33.45,36.8,4874.0,4056.0,22.0,69.0,64.8,31.89
2020-02-26,2020,2,Winter,Eggplant,Rangpur,69.63,76.0,5801.0,4810.0,19.5,61.2,102.8,69.31
2020-02-26,2020,2,Winter,Potato,Dhaka,23.28,51.3,1784.0,1379.0,23.9,72.5,10.0,24.44
2020-02-27,2020,2,Winter,Rice,Barisal,108.12,34.6,3697.0,4415.0,21.8,58.0,78.7,110.0
2020-02-28,2020,2,Winter,Wheat,Dhaka,90.0,62.2,4889.0,4310.0,17.9,63.0,77.0,90.0
2020-02-28,2020,2,Winter,Cabbage,Sylhet,17.29,50.2,4271.0,4529.0,20.3,70.0,61.5,15.6
2020-02-28,2020,2,Winter,Rice,Rajshahi,110.0,34.9,1474.0,1682.0,18.0,52.7,102.8,110.0
2020-02-28,2020,2,Winter,Potato,Mymensingh,23.37,36.4,4526.0,3545.0,25.0,50.5,35.0,23.95
2020-02-29,2020,2,Winter,Potato,Khulna,17.85,36.4,4274.0,5093.0,16.4,73.8,134.0,19.92
2020-02-29,2020,2,Winter,Wheat,Mymensingh,88.44,20.7,1617.0,1541.0,18.3,73.0,75.1,90.0
2020-02-29,2020,2,Winter,Rice,Sylhet,110.0,55.5,2552.0,2991.0,23.9,58.3,94.0,108.38
2020-03-01,2020,3,Summer,Tomato,Dhaka,47.51,97.2,2916.0,3063.0,30.3,44.8,40.9,47.97
2020-03-01,2020,3,Summer,Onion,Mymensingh,44.33,126.1,1246.0,1071.0,37.6,60.0,119.4,41.06
2020-03-01,2020,3,Summer,Tomato,Mymensingh,29.04,140.1,2657.0,2320.0,35.9,51.2,37.3,27.35
2020-03-03,2020,3,Summer,Onion,Rangpur,44.91,132.0,5509.0,5025.0,28.1,56.3,121.2,42.8
2020-03-03,2020,3,Summer,Tomato,Chittagong,34.25,116.8,1258.0,1462.0,34.4,64.7,74.0,34.15
2020-03-03,2020,3,Summer,Tomato,Rajshahi,25.96,109.1,1458.0,1697.0,30.1,68.7,83.7,27.6
2020-03-04,2020,3,Summer,Eggplant,Rangpur,34.61,144.2,1691.0,2141.0,33.6,58.6,23.1,38.34
2020-03-04,2020,3,Summer,Potato,Rajshahi,16.02,107.2,4011.0,4286.0,34.7,52.4,7.8,16.67
2020-03-05,2020,3,Summer,Cauliflower,Dhaka,16.52,86.1,3265.0,3212.0,28.5,66.0,143.1,19.92
2020-03-05,2020,3,Summer,Wheat,Rajshahi,85.89,96.7,2750.0,2856.0,34.6,67.0,51.7,84.14
2020-03-05,2020,3,Summer,Potato,Rangpur,47.28,95.9,3104.0,2713.0,34.0,41.8,126.8,43.82
2020-03-05,2020,3,Summer,Rice,Khulna,107.28,129.0,1656.0,2032.0,35.9,63.0,148.7,108.33
2020-03-05,2020,3,Summer,Tomato,Chittagong,42.78,126.3,2785.0,3385.0,34.3,44.9,97.7,41.71
2020-03-06,2020,3,Summer,Wheat,Sylhet,90.0,111.8,1779.0,1485.0,30.6,50.2,56.5,86.56
2020-03-06,2020,3,Summer,Potato,Rajshahi,34.33,149.4,3927.0,4632.0,37.1,57.2,61.7,36.43
2020-03-06,2020,3,Summer,Eggplant,Dhaka,37.92,NA,5822.0,5067.0,30.3,59.8,15.1,34.29
2020-03-07,2020,3,Summer,Onion,Barisal,47.52,120.3,3379.0,3759.0,37.2,63.6,95.6,50.17
2020-03-07,2020,3,Summer,Tomato,Rangpur,37.97,119.8,4140.0,4327.0,30.1,60.5,95.0,38.53
2020-03-07,2020,3,Summer,Eggplant,Barisal,37.44,106.7,1612.0,1419.0,28.5,57.1,110.3,37.93
2020-03-08,2020,3,Summer,Onion,Dhaka,35.25,109.2,5185.0,6564.0,32.3,54.7,18.5,36.63
2020-03-09,2020,3,Summer,Potato,Dhaka,43.17,90.8,3824.0,2842.0,29.9,61.9,137.1,42.77
2020-03-09,2020,3,Summer,Onion,Rangpur,20.0,131.3,5081.0,4425.0,35.8,58.7,114.5,20.0
2020-03-09,2020,3,Summer,Wheat,Sylhet,90.0,70.1,4227.0,5431.0,28.3,46.6,120.2,90.0
2020-03-09,2020,3,Summer,Potato,Dhaka,23.31,87.5,3139.0,2261.0,28.6,63.7,25.8,25.36
2020-03-09,2020,3,Summer,Rice,Khulna,109.61,91.1,3780.0,3715.0,31.1,57.6,140.0,109.51
2020-03-10,2020,3,Summer,Wheat,Sylhet,90.0,122.0,4775.0,4820.0,29.4,46.2,106.1,90.0
2020-03-10,2020,3,Summer,Cabbage,Dhaka,13.56,121.6,5556.0,5808.0,31.5,66.4,114.3,12.47
2020-03-12,2020,3,Summer,Wheat,Chittagong,90.0,86.4,3813.0,3637.0,37.5,40.0,48.6,90.0
2020-03-12,2020,3,Summer,Wheat,Barisal,89.93,95.7,5675.0,7320.0,37.1,43.6,97.3,90.0
2020-03-12,2020,3,Summer,Rice,Dhaka,110.0,55.1,1709.0,1766.0,31.6,61.8,6.7,109.11
2020-03-13,2020,3,Summer,Potato,Mymensingh,22.51,63.8,1268.0,1173.0,32.0,48.7,69.7,22.42
2020-03-14,2020,3,Summer,Eggplant,Barisal,35.86,96.7,1757.0,,32.9,53.2,148.4,36.6
2020-03-14,2020,3,Summer,Tomato,Khulna,29.03,60.1,2287.0,2452.0,35.2,51.8,19.7,29.96
2020-03-14,2020,3,Summer,Eggplant,Mymensingh,70.0,72.9,5199.0,4215.0,35.6,64.2,40.1,68.95
2020-03-15,2020,3,Summer,Eggplant,Khulna,68.04,85.5,5941.0,7487.0,34.5,52.5,126.4,70.0
2020-03-15,2020,3,Summer,Tomato,Sylhet,76.55,121.3,5788.0,4077.0,35.4,66.9,105.0,75.88
2020-03-16,2020,3,Summer,Eggplant,Chittagong,32.89,82.3,5857.0,5520.0,33.1,69.6,100.4,32.79
2020-03-16,2020,3,Summer,Potato,Dhaka,43.98,133.8,2633.0,3297.0,28.5,52.5,30.8,47.1
2020-03-16,2020,3,Summer,Cabbage,Dhaka,10.0,122.1,3146.0,2602.0,34.5,55.7,141.3,10.99
2020-03-17,2020,3,Summer,Tomato,Khulna,29.6,55.8,2296.0,2701.0,36.3,68.4,28.7,34.68
2020-03-17,2020,3,Summer,Eggplant,Mymensingh,34.87,103.8,5394.0,4236.0,34.4,49.1,117.8,33.33
2020-03-17,2020,3,Summer,Cauliflower,Barisal,15.0,80.8,2362.0,2272.0,31.5,60.9,134.9,17.88
2020-03-18,2020,3,Summer,Cauliflower,Barisal,26.16,83.0,3078.0,2162.0,35.1,63.1,74.3,23.37
2020-03-19,2020,3,summer,Cauliflower,chittagong,15.0,129.4,2724.0,3282.0,34.6,66.3,10.2,18.77
2020-03-20,2020,3,Summer,Cauliflower,Rajshahi,17.51,62.6,2753.0,2496.0,34.0,66.2,24.9,21.66
2020-03-20,2020,3,Summer,Eggplant,Khulna,23.21,94.3,4416.0,5227.0,36.4,54.0,61.2,25.19
2020-03-21,2020,3,Summer,Rice,Rajshahi,110.0,89.1,1438.0,1269.0,35.5,63.7,51.3,108.64
2020-03-21,2020,3,Summer,Rice,Mymensingh,106.11,110.8,3618.0,3091.0,34.2,N/A,82.3,101.7
2020-03-22,2020,3,Summer,Onion,Barisal,52.7,89.3,1954.0,1774.0,31.5,58.8,39.2,55.05
2020-03-22,2020,3,Summer,Cabbage,Mymensingh,10.0,96.3,3627.0,3365.0,36.7,53.6,13.5,13.08
2020-03-23,2020,3,Summer,Onion,Chittagong,30.8,98.4,2731.0,2455.0,29.9,57.1,116.2,30.43
2020-03-23,2020,3,Summer,Cabbage,Rangpur,10.0,82.1,5068.0,3879.0,37.4,41.9,38.9,10.0
2020-03-24,2020,3,Summer,Onion,Rangpur,37.12,71.8,2606.0,2043.0,29.6,50.9,116.8,38.16
2020-03-25,2020,3,Summer,Wheat,Sylhet,90.0,93.2,5607.0,6812.0,31.3,48.0,19.3,90.0
2020-03-25,2020,3,Summer,Cauliflower,Rajshahi,18.33,89.5,1926.0,2490.0,33.3,58.1,14.9,19.47
2020-03-25,2020,3,Summer,Cauliflower,Mymensingh,15.0,133.0,2152.0,1776.0,30.3,45.1,90.5,15.18
2020-03-25,2020,3,Summer,Wheat,Barisal,88.94,71.6,2672.0,2493.0,37.1,45.8,62.4,90.0
2020-03-26,2020,3,Summer,Onion,Dhaka,missing,149.2,5881.0,4174.0,36.4,65.5,83.4,21.62
2020-03-26,2020,3,Summer,Cabbage,Dhaka,10.0,142.1,5092.0,6344.0,35.1,65.2,19.3,13.09
2020-03-26,2020,3,Summer,Potato,Dhaka,20.56,61.4,2407.0,1966.0,37.7,48.0,140.3,17.85
2020-03-26,2020,3,Summer,Cabbage,Khulna,15.22,130.6,5216.0,6404.0,30.9,66.0,18.5,13.8
2020-03-27,2020,3,Summer,Eggplant,Sylhet,31.89,99.2,5930.0,7342.0,36.7,54.7,147.7,36.57
2020-03-27,2020,3,Summer,Eggplant,Rajshahi,37.31,58.9,1957.0,1477.0,34.2,67.9,149.6,37.23
2020-03-27,2020,3,Summer,Potato,Rangpur,17.77,104.8,5281.0,4730.0,28.5,48.1,47.0,20.08
2020-03-28,2020,3,Summer,Cabbage,Rajshahi,12.15,122.3,2529.0,3260.0,31.6,65.7,78.0,12.84
2020-03-28,2020,3,Summer,Rice,Sylhet,110.0,75.7,4643.0,5424.0,37.7,67.4,71.2,109.7
