Date,Year,Month,Season,Crop,Region,Previous_Price,Rainfall_mm,Supply_tonnes,Demand_tonnes,Temperature_C,Humidity_Percent,Market_Distance_km,Current_Price
2018-01-11,2018,1,Winter,Onion,Chittagong,47.24,16.5,3684.0,2796.0,23.8,50.3,97.5,48.54
2018-01-11,2018,1,Winter,Potato,Comilla,30.28,20.0,4464.0,3395.0,18.8,71.0,24.3,33.21
2018-01-12,2018,1,Winter,Wheat,Sylhet,88.93,68.5,4180.0,4762.0,18.0,56.8,38.4,87.9
2018-01-12,2018,1,Winter,Cabbage,Dhaka,12.87,77.1,2076.0,2474.0,23.9,70.9,5.4,10.76
2018-01-12,2018,1,Winter,Cauliflower,Mymensingh,15.22,22.7,3335.0,3254.0,16.3,70.3,28.5,15.0
2018-01-13,2018,1,Winter,Lentil,Mymensingh,200.0,78.2,2348.0,2218.0,18.0,52.4,61.5,200.0
2018-01-14,2018,1,Winter,Rice,Rajshahi,106.65,22.8,1837.0,1367.0,15.0,53.0,5.5,105.15
2018-01-14,2018,1,Winter,Tomato,Rangpur,45.56,54.8,3296.0,3450.0,21.5,73.5,112.4,50.33
2018-01-14,2018,1,Winter,Tomato,Khulna,62.5,38.3,4570.0,5151.0,16.3,55.6,111.6,63.26
2018-01-14,2018,1,Winter,Cauliflower,Mymensingh,21.55,25.3,4562.0,5038.0,18.1,71.1,41.2,17.58
2018-01-14,2018,1,Winter,Tomato,Chittagong,32.22,38.0,5305.0,4066.0,23.4,63.4,148.8,32.77
2018-01-14,2018,1,Winter,Rice,Chittagong,110.0,38.5,1831.0,2115.0,15.8,52.9,107.0,110.0
2018-01-14,2018,1,Winter,Lentil,Rajshahi,198.96,64.3,2187.0,2732.0,21.8,69.8,142.0,200.0
2018-01-15,2018,1,Winter,Eggplant,Sylhet,38.01,39.4,missing,2742.0,21.0,65.8,53.5,41.28
2018-01-15,2018,1,Winter,Cabbage,Rangpur,18.26,18.6,4498.0,4112.0,15.3,60.6,111.8,19.93
2018-01-16,2018,1,Winter,Cauliflower,Gazipur,16.91,60.1,3155.0,2621.0,19.5,48.6,5.7,18.33
2018-01-16,2018,1,Winter,Wheat,Dhaka,90.0,16.1,1818.0,2339.0,20.8,57.6,64.3,90.0
2018-01-16,2018,1,Winter,Cabbage,Gazipur,13.75,70.3,4899.0,4317.0,16.0,67.0,83.7,12.95
2018-01-17,2018,1,Winter,Chickpea,Comilla,133.99,62.4,1584.0,1424.0,16.7,64.0,5.4,136.29
2018-01-17,2018,1,Winter,Cabbage,Gazipur,18.26,73.0,5179.0,6087.0,24.3,71.2,139.7,17.13
2018-01-18,2018,1,Winter,Lentil,Rajshahi,188.84,27.2,1259.0,1432.0,24.0,59.3,60.3,189.97
2018-01-18,2018,1,Winter,Chickpea,Khulna,116.85,33.8,2829.0,3108.0,22.1,66.0,142.0,116.37
2018-01-18,2018,1,Winter,Rice,Barisal,110.0,75.4,2685.0,2378.0,15.6,54.3,8.6,110.0
2018-01-18,2018,1,Winter,Cabbage,Chittagong,10.0,76.1,1216.0,1468.0,25.0,67.3,24.9,11.62
2018-01-18,2018,1,Winter,Cabbage,Sylhet,15.26,22.2,2800.0,3369.0,20.7,60.6,145.6,15.63
2018-01-19,2018,1,Winter,Wheat,Khulna,90.0,26.8,1892.0,1533.0,22.2,58.5,117.6,88.67
2018-01-19,2018,1,Winter,Potato,Dhaka,24.75,75.1,3881.0,4786.0,17.8,60.7,87.7,22.68
2018-01-19,2018,1,Winter,Eggplant,Rajshahi,49.2,42.6,5262.0,4766.0,23.9,72.4,26.2,49.41
2018-01-19,2018,1,Winter,Eggplant,Dhaka,70.0,76.1,3227.0,3132.0,18.8,49.3,118.3,70.0
2018-01-19,2018,1,Winter,Lentil,Sylhet,200.0,18.7,2524.0,3064.0,null,71.3,70.2,200.0
2018-01-20,2018,1,Winter,Rice,Gazipur,110.0,70.0,1700.0,1202.0,24.9,60.1,59.3,110.0
2018-01-20,2018,1,Winter,Chickpea,Rangpur,132.2,18.4,3200.0,3512.0,16.7,57.0,62.2,135.06
2018-01-20,2018,1,Winter,Chickpea,Rangpur,135.43,59.0,2352.0,2729.0,24.4,70.7,83.7,136.95
2018-01-21,2018,1,Winter,Potato,Barisal,40.43,NULL,4319.0,5109.0,16.4,66.2,49.2,40.67
2018-01-21,2018,1,Winter,Onion,Mymensingh,32.5,19.3,4861.0,5835.0,16.2,65.2,106.8,31.93
2018-01-22,2018,1,Winter,Potato,Chittagong,26.15,16.9,2064.0,1977.0,17.0,57.1,13.2,24.28
2018-01-22,2018,1,Winter,Cauliflower,Rajshahi,15.0,74.9,1544.0,1368.0,18.7,67.5,87.8,15.0
2018-01-22,2018,1,Winter,Lentil,Chittagong,200.0,31.0,5440.0,4331.0,23.1,63.2,56.0,198.42
2018-01-22,2018,1,Winter,Tomato,Barisal,27.2,42.3,3078.0,2305.0,16.3,70.6,75.3,27.06
2018-01-23,2018,1,Winter,Onion,Gazipur,70.55,69.7,1464.0,1676.0,18.2,75.0,139.3,73.69
2018-01-23,2018,1,Winter,Onion,Dhaka,29.07,54.7,5079.0,4098.0,23.6,50.1,55.5,31.42
2018-01-23,2018,1,Winter,Eggplant,Gazipur,39.22,74.2,2138.0,1735.0,24.2,62.1,41.3,38.01
2018-01-23,2018,1,Winter,Rice,Chittagong,103.29,56.7,2877.0,2872.0,21.1,71.4,7.3,106.19
2018-01-23,2018,1,Winter,Wheat,Gazipur,90.0,65.4,4787.0,4924.0,25.0,71.5,67.9,90.0
2018-01-24,2018,1,Winter,Eggplant,Comilla,63.67,24.7,2813.0,3455.0,23.1,73.3,20.0,68.08
2018-01-24,2018,1,Winter,Chickpea,Gazipur,148.34,24.3,5239.0,3951.0,24.9,45.6,140.4,145.63
2018-01-24,2018,1,Winter,Rice,Khulna,108.74,20.6,4250.0,5305.0,20.4,45.2,48.9,110.0
2018-01-24,2018,1,Winter,Eggplant,Comilla,63.96,20.5,1473.0,1619.0,20.4,66.9,107.9,65.55
2018-01-24,2018,1,Winter,Onion,Comilla,59.4,23.5,2438.0,3073.0,21.2,74.4,5.0,61.78
2018-01-25,2018,1,Winter,Rice,Comilla,110.0,55.2,2320.0,2714.0,20.2,67.3,66.1,110.0
2018-01-25,2018,1,Winter,Potato,Dhaka,50.0,NA,2665.0,1991.0,19.9,57.7,62.7,50.0
2018-01-26,2018,1,Winter,Potato,Comilla,31.43,33.6,1876.0,1846.0,24.4,62.5,71.6,33.86
2018-01-26,2018,1,Winter,Potato,Khulna,34.46,47.4,1702.0,1610.0,20.3,47.9,89.0,33.67
2018-01-27,2018,1,Winter,Lentil,Chittagong,200.0,29.8,5196.0,4760.0,20.4,72.0,102.6,200.0
2018-01-27,2018,1,Winter,Rice,Rajshahi,110.0,32.9,3103.0,2544.0,20.9,61.1,136.3,110.0
2018-01-27,2018,1,Winter,Onion,Rangpur,44.67,27.3,2616.0,1892.0,17.6,53.8,82.9,43.62
2018-01-27,2018,1,Winter,Wheat,Mymensingh,88.67,35.0,3377.0,3498.0,19.9,46.0,81.2,90.0
2018-01-27,2018,1,Winter,Eggplant,Chittagong,62.92,56.0,1365.0,1636.0,18.7,55.2,14.8,62.54
2018-01-27,2018,1,Winter,Eggplant,Rajshahi,42.66,14.5,2230.0,1831.0,20.1,47.4,14.0,42.25
2018-01-27,2018,1,Winter,Tomato,Khulna,22.5,43.2,1122.0,1431.0,23.1,49.3,123.0,27.98
2018-01-28,2018,1,Winter,Lentil,Gazipur,199.04,24.8,3659.0,3615.0,19.6,66.1,100.7,198.83
2018-01-28,2018,1,Winter,Cauliflower,Gazipur,17.9,51.7,3475.0,3580.0,21.8,52.7,132.2,19.48
2018-01-28,2018,1,Winter,Chickpea,Dhaka,123.13,29.6,3176.0,2927.0,18.1,50.8,54.9,127.94
2018-01-29,2018,1,Winter,Cauliflower,Rangpur,15.0,70.4,5188.0,4344.0,23.5,46.9,76.9,15.0
2018-01-29,2018,1,Winter,Potato,Rajshahi,27.3,47.7,2809.0,3496.0,20.7,64.2,28.8,27.45
2018-01-29,2018,1,Winter,Cabbage,Rajshahi,10.0,48.8,3173.0,3321.0,19.6,73.0,68.8,10.0
2018-01-29,2018,1,Winter,Cabbage,Sylhet,15.32,79.5,3592.0,3739.0,18.3,57.1,17.7,16.7
2018-01-30,2018,1,winter,Eggplant,Barisal,68.26,20.3,1791.0,1279.0,17.4,69.7,56.9,66.53
2018-01-30,2018,1,Winter,Rice,Gazipur,110.0,25.2,2207.0,1827.0,20.3,48.4,139.7,108.92
2018-01-30,2018,1,Winter,rice,Sylhet,110.0,30.8,3027.0,3740.0,23.8,50.6,15.3,110.0
2018-01-31,2018,1,Winter,Eggplant,Rangpur,38.91,53.6,1178.0,1110.0,15.3,73.7,64.4,41.77
2018-01-31,2018,1,Winter,Potato,Barisal,29.87,43.9,2593.0,3182.0,15.5,56.9,40.4,31.02
2018-01-31,2018,1,Winter,Chickpea,Rajshahi,74.23,59.1,1572.0,1757.0,24.1,65.2,130.6,76.82
2018-02-01,2018,2,Winter,Onion,Mymensingh,53.67,67.0,2638.0,3065.0,22.8,66.8,39.2,57.88
2018-02-01,2018,2,Winter,Potato,Barisal,34.38,11.6,2760.0,2137.0,20.9,48.4,126.3,36.95
2018-02-01,2018,2,Winter,Cabbage,Chittagong,13.3,78.4,4734.0,5286.0,24.8,64.3,137.1,11.0
2018-02-01,2018,2,Winter,Onion,Barisal,66.49,11.4,5810.0,5464.0,23.9,48.5,11.6,65.64
2018-02-02,2018,2,Winter,Potato,Mymensingh,25.63,68.8,5113.0,4246.0,21.9,58.7,47.0,24.44
2018-02-02,2018,2,Winter,Chickpea,Rajshahi,141.35,60.2,1450.0,1070.0,17.2,63.9,97.8,139.92
2018-02-02,2018,2,Winter,Cabbage,Mymensingh,15.74,32.1,4631.0,5147.0,16.1,50.1,72.0,13.51
2018-02-02,2018,2,Winter,Cabbage,Mymensingh,15.45,74.2,3326.0,2715.0,17.2,64.2,123.3,11.55
2018-02-02,2018,2,Winter,Tomato,Rangpur,25.85,30.7,2209.0,2691.0,23.0,50.0,45.0,26.41
2018-02-03,2018,2,Winter,Tomato,Rajshahi,70.99,62.6,4622.0,4828.0,17.7,67.5,56.5,72.28
2018-02-03,2018,2,Winter,Cabbage,Chittagong,12.86,19.0,4261.0,4413.0,21.5,62.1,79.3,11.9
2018-02-03,2018,2,Winter,Chickpea,Comilla,115.5,79.1,4523.0,5238.0,20.2,61.9,98.8,116.99
2018-02-04,2018,2,Winter,Chickpea,Rangpur,111.68,71.6,4787.0,4299.0,15.4,63.8,135.0,109.08
2018-02-04,2018,2,Winter,Onion,Dhaka,20.0,61.8,5548.0,4978.0,20.8,52.6,9.4,20.05
2018-02-04,2018,2,Winter,Tomato,Mymensingh,51.55,44.5,5253.0,null,23.9,64.1,149.1,52.95
2018-02-04,2018,2,Winter,Cabbage,Rajshahi,10.37,19.6,1418.0,1801.0,18.5,65.8,64.1,10.0
2018-02-04,2018,2,Winter,Eggplant,Rangpur,63.76,10.8,3165.0,4058.0,16.6,64.1,108.7,62.22
2018-02-05,2018,2,Winter,Lentil,Rangpur,100,58.6,3070.0,3964.0,17.6,59.2,113.9,99.67
2018-02-05,2018,2,Winter,Rice,Sylhet,101.94,39.3,5490.0,4160.0,15.4,65.5,102.4,101.43
2018-02-05,2018,2,Winter,Potato,Chittagong,50.0,78.5,4597.0,4772.0,17.2,69.3,38.5,50.0
2018-02-05,2018,2,Winter,Cauliflower,Rangpur,15.0,59.3,3967.0,2831.0,17.1,69.6,116.5,15.0
2018-02-06,2018,2,Winter,Lentil,Rangpur,200.0,61.6,4345.0,4661.0,15.5,69.4,105.0,200.0
2018-02-06,2018,2,Winter,Potato,Rajshahi,19.93,37.4,3031.0,3027.0,16.8,59.2,113.1,24.87
2018-02-06,2018,2,Winter,Cabbage,Sylhet,12.49,59.4,4791.0,3511.0,21.2,55.6,109.0,10.0
2018-02-06,2018,2,Winter,Cauliflower,Chittagong,19.48,49.0,5186.0,5686.0,23.1,48.6,84.6,15.77
2018-02-06,2018,2,Winter,Onion,Dhaka,33.83,53.4,3130.0,2691.0,20.3,,142.6,35.39
2018-02-06,2018,2,Winter,Cauliflower,Gazipur,17.14,68.6,1694.0,1991.0,22.6,46.6,53.8,15.0
2018-02-06,2018,2,Winter,Rice,Gazipur,110.0,23.0,2619.0,2910.0,20.9,65.5,41.7,110.0
2018-02-07,2018,2,Winter,Onion,Gazipur,64.5,78.0,3391.0,2505.0,18.0,69.2,115.4,63.5
2018-02-07,2018,2,Winter,Rice,Barisal,110.0,71.4,5587.0,6613.0,23.9,73.8,131.9,107.54
2018-02-07,2018,2,Winter,Chickpea,Dhaka,133.24,17.0,4757.0,5615.0,20.4,68.4,88.2,136.32
2018-02-07,2018,2,Winter,Eggplant,Barisal,70.0,66.7,1179.0,989.0,17.7,60.6,146.4,70.0
2018-02-07,2018,2,Winter,Onion,Rangpur,32.04,61.7,1814.0,1718.0,20.3,62.9,34.6,35.85
2018-02-07,2018,2,Winter,Eggplant,Sylhet,49.64,67.8,1773.0,2049.0,16.6,52.4,24.8,48.36
2018-02-08,2018,2,Winter,Chickpea,Barisal,100.36,72.7,2113.0,2454.0,23.0,70.2,42.7,102.74
2018-02-08,2018,2,Winter,Cabbage,Rangpur,10.0,14.7,5334.0,5040.0,19.8,48.8,20.5,10.0
2018-02-08,2018,2,Winter,Potato,Barisal,47.3,15.2,5575.0,6706.0,16.3,57.1,18.5,49.63
2018-02-08,2018,2,Winter,Cauliflower,Rangpur,15.0,60.2,4020.0,3490.0,17.6,47.6,140.7,15.0
2018-02-08,2018,2,Winter,Onion,Chittagong,20.52,50.0,5312.0,6118.0,17.5,51.9,116.2,22.02
2018-02-08,2018,2,Winter,Cabbage,Dhaka,18.54,42.4,3897.0,3977.0,19.4,68.3,110.6,16.05
2018-02-08,2018,2,Winter,Cauliflower,Barisal,16.0,71.8,2606.0,2764.0,24.5,61.7,72.2,16.03
2018-02-09,2018,2,Winter,Tomato,Sylhet,42.45,34.2,2247.0,1655.0,20.5,48.3,41.2,41.38
2018-02-09,2018,2,Winter,Cabbage,Comilla,N/A,14.3,3392.0,2890.0,15.1,46.9,17.5,12.01
2018-02-09,2018,2,Winter,Tomato,Mymensingh,57.92,60.4,2264.0,2804.0,24.3,50.3,91.6,62.51
2018-02-09,2018,2,Winter,Tomato,Chittagong,68.6,68.3,4620.0,3338.0,18.9,51.9,79.0,65.64
2018-02-10,2018,2,Winter,Onion,Khulna,71.47,33.2,2801.0,2657.0,20.9,60.2,146.1,69.61
2018-02-10,2018,2,Winter,Tomato,Gazipur,63.85,57.9,1452.0,1864.0,18.0,53.1,85.5,67.18
2018-02-10,2018,2,Winter,Lentil,Rajshahi,200.0,61.2,4138.0,2943.0,23.0,46.4,70.5,196.76
2018-02-10,2018,2,Winter,Lentil,Khulna,195.08,20.9,5788.0,7028.0,16.2,63.8,125.7,199.63
2018-02-10,2018,2,Winter,Chickpea,Khulna,152.86,47.9,3389.0,2982.0,17.1,59.8,122.5,153.07
2018-02-11,2018,2,Winter,Eggplant,Comilla,68.41,20.0,3035.0,2306.0,16.3,74.7,16.1,63.93
2018-02-11,2018,2,Winter,Rice,Barisal,108.07,64.8,3743.0,4794.0,20.7,51.6,93.4,110.0
2018-02-11,2018,2,Winter,Rice,Sylhet,110.0,23.4,1438.0,1347.0,22.5,49.6,147.6,109.59
2018-02-11,2018,2,Winter,Wheat,Mymensingh,90.0,-,5361.0,6761.0,17.9,46.5,81.5,90.0
2018-02-12,2018,2,Winter,Wheat,Sylhet,90.0,11.8,3201.0,4047.0,17.3,65.8,118.6,89.19
2018-02-12,2018,2,Winter,Eggplant,Barisal,66.44,52.9,2262.0,2422.0,19.4,45.1,40.6,68.37
2018-02-12,2018,2,Winter,Tomato,Dhaka,63.15,11.5,1258.0,1463.0,22.6,73.7,102.1,65.42
2018-02-12,2018,2,Winter,Eggplant,Rangpur,23.09,43.7,4906.0,4551.0,20.8,52.7,82.6,25.24
2018-02-12,2018,2,Winter,Chickpea,Sylhet,150.43,22.7,4417.0,5151.0,17.6,45.4,139.8,155.39
2018-02-13,2018,2,Winter,Tomato,Sylhet,85.92,66.9,2172.0,1529.0,16.9,45.2,21.1,85.81
2018-02-13,2018,2,Winter,Chickpea,Chittagong,107.39,79.7,4331.0,3803.0,17.9,56.1,45.6,110.58
2018-02-13,2018,2,Winter,Chickpea,Dhaka,141.66,52.1,2958.0,3330.0,24.7,53.8,79.3,141.69
2018-02-13,2018,2,Winter,Wheat,Khulna,89.27,65.4,5209.0,4722.0,24.8,57.0,20.1,90.0
2018-02-13,2018,2,Winter,Eggplant,Sylhet,61.72,34.0,3009.0,3133.0,21.6,51.7,129.5,63.69
2018-02-14,2018,2,Winter,Cauliflower,Khulna,18.69,33.6,2869.0,3598.0,20.3,69.9,102.3,17.31
2018-02-14,2018,2,Winter,Tomato,Rajshahi,79.04,61.5,3894.0,2839.0,18.2,66.3,60.3,80.05
2018-02-14,2018,2,Winter,Rice,Sylhet,110.0,30.6,1772.0,1438.0,22.4,46.7,50.6,110.0
2018-02-14,2018,2,Winter,Onion,Comilla,41.88,22.1,2054.0,2312.0,21.8,59.7,87.5,44.65
2018-02-14,2018,2,Winter,Chickpea,Chittagong,112.17,13.7,4380.0,3376.0,17.2,72.2,10.7,111.51
2018-02-14,2018,2,Winter,Lentil,Rangpur,200.0,60.2,2120.0,2342.0,24.9,47.5,133.7,200.0
2018-02-15,2018,2,Winter,Tomato,Rajshahi,56.86,40.9,4676.0,5376.0,24.8,58.0,91.8,57.48
2018-02-15,2018,2,Winter,Cauliflower,Khulna,15.0,34.5,4155.0,4694.0,16.6,65.1,63.9,15.0
2018-02-16,2018,2,Winter,Wheat,Comilla,88.97,32.5,3746.0,4795.0,22.5,62.2,82.0,90.0
2018-02-16,2018,2,Winter,Cabbage,Chittagong,14.9,79.1,5382.0,5467.0,20.8,63.2,34.7,13.9
2018-02-17,2018,2,Winter,Onion,Rajshahi,27.49,47.7,3479.0,3589.0,22.7,56.4,31.0,32.04
2018-02-18,2018,2,Winter,Rice,Gazipur,108.04,42.7,5048.0,6217.0,20.8,45.7,95.7,110.0
2018-02-18,2018,2,Winter,Cauliflower,Chittagong,15.0,26.5,5013.0,4784.0,17.3,56.2,25.4,15.0
2018-02-18,2018,2,Winter,Wheat,Comilla,88.95,46.2,1306.0,1109.0,20.6,52.3,94.6,90.0
2018-02-18,2018,2,Winter,Lentil,Sylhet,200.0,36.2,2312.0,2138.0,19.4,49.8,5.0,199.93
2018-02-18,2018,2,Winter,Wheat,Barisal,90.0,68.8,4753.0,3387.0,21.7,56.5,82.1,89.87
2018-02-19,2018,2,Winter,Chickpea,Barisal,121.35,44.0,3775.0,3037.0,15.9,59.1,29.8,120.76
2018-02-19,2018,2,Winter,Onion,Rajshahi,36.98,62.9,4086.0,3831.0,21.2,54.5,37.7,37.71
2018-02-19,2018,2,Winter,Wheat,Barisal,89.68,44.7,2173.0,1607.0,15.3,51.9,52.9,87.4
2018-02-19,2018,2,Winter,Cabbage,Rajshahi,11.57,32.5,4477.0,4190.0,16.1,50.4,85.5,10.0
2018-02-19,2018,2,Winter,Tomato,Gazipur,25.9,12.6,4233.0,5091.0,16.7,60.3,39.0,27.58
2018-02-19,2018,2,Winter,Cabbage,Gazipur,N/A,43.3,1437.0,1861.0,16.8,71.8,123.3,10.0
2018-02-19,2018,2,Winter,Eggplant,Khulna,62.64,59.9,2382.0,2860.0,21.2,70.8,147.7,66.1
2018-02-20,2018,2,Winter,Cauliflower,Gazipur,19.36,75.8,1690.0,1204.0,22.3,54.9,143.0,15.0
2018-02-20,2018,2,winter,Rice,Rajshahi,110.0,40.0,2784.0,2560.0,19.9,72.8,141.5,107.15
2018-02-20,2018,2,Winter,Eggplant,Rajshahi,46.89,44.4,4882.0,4127.0,24.2,70.9,19.9,51.49
2018-02-20,2018,2,Winter,Eggplant,Dhaka,55.48,62.3,2023.0,1833.0,18.8,55.3,88.0,58.83
2018-02-22,2018,2,Winter,Cabbage,Mymensingh,14.51,31.8,3556.0,3890.0,19.2,52.0,127.0,14.55
2018-02-22,2018,2,Winter,Lentil,Mymensingh,200.0,47.0,NULL,3175.0,20.3,59.2,36.9,200.0
2018-02-22,2018,2,Winter,Chickpea,Gazipur,125.21,17.3,1906.0,1641.0,24.3,68.2,36.2,124.97
2018-02-22,2018,2,Winter,Potato,Chittagong,28.11,40.8,5022.0,4295.0,20.5,70.5,120.1,24.8
2018-02-23,2018,2,Winter,Potato,Rangpur,19.07,53.3,3687.0,4524.0,15.6,52.8,18.4,23.61
2018-02-23,2018,2,Winter,Onion,Dhaka,33.68,45.2,4362.0,3952.0,16.4,55.5,100.6,34.15
2018-02-23,2018,2,Winter,Tomato,Rangpur,44.45,16.0,5800.0,4210.0,23.9,64.4,87.1,42.57
2018-02-24,2018,2,Winter,Rice,Sylhet,110.0,42.2,4932.0,4275.0,22.2,66.9,116.3,108.95
2018-02-24,2018,2,Winter,Cabbage,Rangpur,18.47,65.1,3550.0,2854.0,21.2,47.0,145.0,12.24
2018-02-25,2018,2,Winter,Potato,Sylhet,13.75,57.3,3895.0,3199.0,18.9,54.6,23.7,12.5
2018-02-25,2018,2,Winter,Tomato,Rajshahi,,20.2,3400.0,2633.0,17.7,49.6,129.8,84.7
2018-02-25,2018,2,Winter,Lentil,Sylhet,199.16,57.5,2858.0,2132.0,24.7,56.8,83.4,195.97
2018-02-26,2018,2,Winter,Wheat,Sylhet,90.0,62.2,1194.0,1260.0,22.9,62.1,38.0,88.93
2018-02-26,2018,2,Winter,Chickpea,Barisal,90.63,75.8,3259.0,3612.0,18.9,62.6,103.5,92.5
